ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnVR,lnVR_var,lnCVR,lnCVR_var
es181,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out001,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Crossings periphery,count,N/A,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,Yes,NA,6,6,91,NA,32.7,NA,119.16,NA,16.37,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.2696076213282315,0.024666418475351674,-0.6919246865201643,0.2,-0.9615323078483956,0.2246664184753517
es182,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Peripheral ambulation,time,s,light phase,2,Table 2,NA,CG_,MG,CG_MG,No,NA,6,6,170.16,NA,28.54,NA,182.5,NA,19.8,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,0.0700110021305644,0.006650378305354867,-0.3656246743482008,0.2,-0.4356356764787651,0.20665037830535488
es183,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out002,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Peripheral ambulation,time,s,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,No,NA,6,6,185.33,NA,17.52,NA,205,NA,33.32,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,0.10087195932918926,0.005892472132721946,0.6428147317903965,0.2,0.5419427724612075,0.20589247213272197
es184,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Center crossings,count,N/A,light phase,2,Table 2,NA,CG_,MG,CG_MG,Yes,NA,6,6,3.33,NA,2.25,NA,5.5,NA,2.25,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.5017757882460727,0.10398216510010122,0,0.2,-0.5017757882460727,0.30398216510010123
es185,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Center crossings,count,N/A,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,Yes,NA,6,6,2.16,NA,1.47,NA,5.16,NA,2.85,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.8708283577973978,0.1280365686768735,0.6620565934899143,0.2,-0.20877176430748337,0.3280365686768735
es186,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,out004,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Center ambulation,time,s,light phase,2,Table 2,NA,CG_,MG,CG_MG,Yes,NA,6,6,3,NA,2.68,NA,10.33,NA,5.39,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-1.2364399944634374,0.17838334762107907,0.6987285903981404,0.2,-0.5377114040652973,0.37838334762107906
es187,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out004,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Center ambulation,time,s,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,Yes,NA,6,6,2.83,NA,1.72,NA,12.83,NA,7.88,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-1.511509466972399,0.12443548107298255,1.522003613044426,0.2,0.010494146072027394,0.3244354810729826
es188,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,ou00t5,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Center crossings,percentage,%,light phase,2,Table 2,NA,CG_,MG,CG_MG,Yes,NA,6,6,4.24,NA,2.85,NA,4.46,NA,1.75,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.025671549126973017,0.0259925096693664,NA,NA,NA,NA
es189,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out005,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Center crossings,percentage,%,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,Yes,NA,6,6,2.36,NA,1.19,NA,4.12,NA,2.16,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.2816007729708787,0.02254350843980131,NA,NA,NA,NA
es190,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,out006,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Time in center,percentage,%,light phase,2,Table 2,NA,CG_,MG,CG_MG,Yes,NA,6,6,1.73,NA,1.47,NA,5.43,NA,2.75,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.578242840983982,0.041529921548097655,NA,NA,NA,NA
es191,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out006,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Time in center,percentage,%,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,Yes,NA,6,6,1.53,NA,0.98,NA,6.2,NA,4.07,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.7076529643081971,0.03601287776569735,NA,NA,NA,NA
es192,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,out007,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Crossings,count,N/A,light phase,2,Table 2,NA,CG_,MG,CG_MG,Yes,NA,6,6,84.33,NA,29.34,NA,122.83,NA,17.5,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.37606361196445276,0.023557700977420264,-0.5167508917853673,0.2,-0.89281450374982,0.22355770097742028
es193,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out007,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Crossings,count,N/A,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,Yes,NA,6,6,93.16,NA,33.6,NA,124.33,NA,17.35,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.28862087594870595,0.024926058941468474,-0.6609335605762903,0.2,-0.9495544365249963,0.2249260589414685
es194,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,out008,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Motion,time,s,light phase,2,Table 2,NA,CG_,MG,CG_MG,Yes,NA,6,6,173.16,NA,28.58,NA,192.83,NA,18.14,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.10759294915773396,0.006015171169751405,-0.45458772781473067,0.2,-0.5621806769724643,0.2060151711697514
es195,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out008,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Motion,time,s,light phase,2,Table 2,NA,CPG_,CPMG,CPG_CPMG,Yes,NA,6,6,188.16,NA,16.92,NA,217.83,NA,27.94,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-0.14642227735000307,0.004089696974798544,0.5015629996507386,0.2,0.35514072230073535,0.20408969697479856
es196,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex001,NA,out009,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Placebo: starch,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Immobility,time,s,light phase,2,Figure 1,Milbratz_2017_fig_1,CG_,MG,CG_MG,No,NA,6,6,54.751,13.445,32.933,NA,11.115,5.378,13.173,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-1.5945000859538327,0.29440018287882064,-0.9163059143293101,0.2,0.6781941716245226,0.49440018287882065
es197,Cocoa and classical music: effect on anxiety and antioxidant activity in Wistar rats,N/A,Archivos Latinoamericanos de Nutrición,Milbratz_2017_ALN,2017,ex002,NA,out009,NA,Rattus norvegicus,Rat,Wistar,Male,Mixed,young adult to adult; 3 to 5 months  + 15 days for some,Mixed,NA,Factorial,NA,Independent,Yes,Cocoa powder,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,5,NA,15,NA,Short,light phase,classical,Mozart,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,NA,Not applicable,2,Anxiety,Open Field Test,NA,Immobility,time,s,light phase,2,Figure 1,Milbratz_2017_fig_1,CPG_,CPMG,CPG_CPMG,No,NA,6,6,36.432,14.957,36.638,NA,8.233,2.605,6.381,NA,NA,No,NA,No,Not reported,not reported,No,NA,Yes,"Missing rearing, grooming time; missing all EPM",0,6,Milbratz_2017_ALN_Ex-ID,-1.4872970410050947,0.2686742879154864,-1.7477611282770575,0.2,-0.2604640872719626,0.46867428791548643
es198,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex001,NA,out001,NA,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Concurrent,NA,Single trial,NA,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,NA,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,NA,Not applicable,0,Depression,Forced Swim Test (FST),NA,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,NH-NoPAS/FST-NoPAS_,NH-NoPAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH-NoPAS/FST+PAS,No,NA,8,8,117.333,11.333,32.056,NA,137.333,22.333,63.168,NA,NA,No,NA,Yes,Yes,not reported,No,NA,No,NA,3,7,Flores_2018_NP_Ex-ID,0.15739258747714388,0.035775806015180156,0.6783134704771729,0.14285714285714285,0.520920883000029,0.178632948872323
es199,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex002,NA,out001,NA,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,NA,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,NA,Not applicable,0,Depression,Forced Swim Test (FST),NA,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,NH-NoPAS/FST-NoPAS_,NH+PAS/FST-NoPAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST-NoPAS,No,NA,8,8,117.333,11.333,32.056,NA,97.667,13.333,37.712,NA,NA,No,NA,Yes,Yes,not reported,No,NA,No,NA,3,7,Flores_2018_NP_Ex-ID,-0.18345231270444434,0.027967033715637253,0.1624939728599321,0.14285714285714285,0.34594628556437634,0.17082417657278012
es200,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex003,NA,out001,NA,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,NA,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,NA,Not applicable,0,Depression,Forced Swim Test (FST),NA,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,NH-NoPAS/FST-NoPAS_,NH+PAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST+PAS,No,NA,8,8,117.333,11.333,32.056,NA,123,11.667,32.998,NA,NA,No,NA,Yes,Yes,not reported,No,NA,No,NA,3,7,Flores_2018_NP_Ex-ID,0.04716830935555637,0.018326673345627924,0.028962580235409346,0.14285714285714285,-0.0182057291201472,0.16118381620277078
es201,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex001,NA,out002,NA,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Concurrent,NA,Single trial,NA,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,NA,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,NA,Not applicable,0,Depression,Forced Swim Test (FST),NA,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,NH-NoPAS/FST-NoPAS_,NH-NoPAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH-NoPAS/FST+PAS,No,NA,8,8,15.546,1.261,3.565,NA,14.202,1.639,4.635,NA,NA,No,NA,Yes,Yes,not reported,No,NA,No,NA,3,7,Flores_2018_NP_Ex-ID,-0.09042057104812598,0.01988748452587969,0.26247214515155914,0.14285714285714285,0.3528927161996853,0.16274462738302253
es202,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex002,NA,out002,NA,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,Single trial,NA,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,NA,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,NA,Not applicable,0,Depression,Forced Swim Test (FST),NA,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,NH-NoPAS/FST-NoPAS_,NH+PAS/FST-NoPAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST-NoPAS,No,NA,8,8,15.546,1.261,3.565,NA,13.95,1.176,3.328,NA,NA,No,NA,Yes,Yes,not reported,No,NA,No,NA,3,7,Flores_2018_NP_Ex-ID,-0.10832386254065333,0.013687661071355706,-0.06879253090729708,0.14285714285714285,0.039531331633356065,0.15654480392849857
es203,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex003,NA,out002,NA,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,NA,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,NA,Not applicable,0,Depression,Forced Swim Test (FST),NA,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,NH-NoPAS/FST-NoPAS_,NH+PAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST+PAS,No,NA,8,8,15.546,1.261,3.565,NA,14.79,1.218,3.446,NA,NA,No,NA,Yes,Yes,not reported,No,NA,No,NA,3,7,Flores_2018_NP_Ex-ID,-0.049852094085319536,0.013359274952489793,-0.03394991576052126,0.14285714285714285,0.015902178324798316,0.15621641780963264
es204,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex001,NA,out003,NA,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,NA,Factorial,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Concurrent,NA,Single trial,NA,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,NA,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,NA,Not applicable,0,Depression,Forced Swim Test (FST),NA,Latency,time,s,dark phase,2,Figure 3,Flores_2018_fig_3c,NH-NoPAS/FST-NoPAS_,NH-NoPAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH-NoPAS/FST+PAS,Yes,NA,8,8,58.892,8.19,23.166,NA,35.101,4.29,12.134,NA,NA,No,NA,Yes,Yes,not reported,No,NA,No,NA,3,7,Flores_2018_NP_Ex-ID,0.5174756379086852,0.03427945451104045,-0.6466742569900482,0.14285714285714285,-0.12919861908136301,0.1771365973681833
